Clave,Proveedor,Tipo de Producto,Categoria de Productos,Precio,Nombre del material,Color,Ancho,Composición,Flamabilidad,Abrasion,Decoloración a la luz,Traspaso de color,Peeling,Aplicación,Acabado,Procedencia,Código de lavado,Repeat HV,Unidad de venta,Notas/Otros,Backing
T9072/02,Weitzner,,,,Symphony,Bone,,,,,,,,,,,,,,,
T9073/01,Weitzner,,,,Symphony,Cider,,,,,,,,,,,,,,,
T9073/02,Weitzner,,,,Symphony,Mykonos,,,,,,,,,,,,,,,
T9073/03,Weitzner,,,,Symphony,Sand,,,,,,,,,,,,,,,
T9075/01,Weitzner,,,,Symphony,Deep Rose,,,,,,,,,,,,,,,
T9075/02,Weitzner,,,,Symphony,Jade,,,,,,,,,,,,,,,
T9076/01,Weitzner,,,,Origin,Molten,,,,,,,,,,,,,,,
T9076/02,Weitzner,,,,Origin,Riverbend,,,,,,,,,,,,,,,
T9076/03,Weitzner,,,,Titania,Honeycomb,,,,,,,,,,,,,,,
T9077/01,Weitzner,,,,Titania,Celsius,,,,,,,,,,,,,,,
T9077/02,Weitzner,,,,Titania,Storm Cloud,,,,,,,,,,,,,,,
T9077/03,Weitzner,,,,Samara,Jubilee,,,,,,,,,,,,,,,
T9079/01,Weitzner,,,,Samara,Galapagos,,,,,,,,,,,,,,,
T9079/02,Weitzner,,,,Samara,Coral Reef,,,,,,,,,,,,,,,
T9079/03,Weitzner,,,,Samara,Pumpernickel,,,,,,,,,,,,,,,
T9080/01,Weitzner,,,,Samara,Vineyard,,,,,,,,,,,,,,,
T9080/02,Weitzner,,,,Calla,Snowdrift,,,,,,,,,,,,,,,
T9080/03,Weitzner,,,,Calla,Wheat,,,,,,,,,,,,,,,
T9081/01,Weitzner,,,,Calla,Amber,,,,,,,,,,,,,,,
T9081/02,Weitzner,,,,Calla,Hazelwood,,,,,,,,,,,,,,,
T9081/03,Weitzner,,,,Calla,Amazon,,,,,,,,,,,,,,,
T9082/01,Weitzner,,,,Calla,Offshore,,,,,,,,,,,,,,,
T9082/02,Weitzner,,,,Calla,Ocean Ravine,,,,,,,,,,,,,,,
T9082/03,Weitzner,,,,Calla,Sugar Plum,,,,,,,,,,,,,,,
T9082/04,Weitzner,,,,Ziggurat,Cobblestone,,,,,,,,,,,,,,,
T9082/05,Weitzner,,,,Ziggurat,Overcast,,,,,,,,,,,,,,,
T9084/01,Weitzner,,,,Ziggurat,Harbor,,,,,,,,,,,,,,,
T9084/02,Weitzner,,,,Ziggurat,Forbidden Fruit,,,,,,,,,,,,,,,
T9085/01,Weitzner,,,,Ziggurat,Hickory,,,,,,,,,,,,,,,
T9085/02,Weitzner,,,,Grotto,Concord,,,,,,,,,,,,,,,
T9087/01,Weitzner,,,,Grotto,Odyssey,,,,,,,,,,,,,,,
T9087/02,Weitzner,,,,Grotto,Peacock,,,,,,,,,,,,,,,
T9087/03,Weitzner,,,,Precipice,Avalanche,,,,,,,,,,,,,,,
T9088/01,Weitzner,,,,Precipice,Labyrinth,,,,,,,,,,,,,,,
T9088/02,Weitzner,,,,Precipice,Phantom,,,,,,,,,,,,,,,
T9089/01,Weitzner,,,,Elixer,Gravel,,,,,,,,,,,,,,,
T9089/02,Weitzner,,,,Elixer,Butterscotch,,,,,,,,,,,,,,,
T9089/03,Weitzner,,,,Elixer,Chestnut,,,,,,,,,,,,,,,
T9090/01,Weitzner,,,,Elixir,Aquarius,,,,,,,,,,,,,,,
T9090/02,Weitzner,,,,Cityscape,Sesame,,,,,,,,,,,,,,,
T9091/01,Weitzner,,,,Cityscape,Doe,,,,,,,,,,,,,,,
T9091/02,Weitzner,,,,Cityscape,Latte,,,,,,,,,,,,,,,
T9091/03,Weitzner,,,,Cityscape,Smoke,,,,,,,,,,,,,,,
T9092/01,Weitzner,,,,Paradox,Powder,,,,,,,,,,,,,,,
T9092/02,Weitzner,,,,Paradox,Hazel,,,,,,,,,,,,,,,
T9092/03,Weitzner,,,,Paradox,Pebble,,,,,,,,,,,,,,,
T9093/01,Weitzner,,,,Dynasty,Stardust,,,,,,,,,,,,,,,
T9093/02,Weitzner,,,,Dynasty,Burnished Gilt,,,,,,,,,,,,,,,
T9093/03,Weitzner,,,,Dynasty,Gunmetal,,,,,,,,,,,,,,,
T9094/01,Weitzner,,,,Interlock,Pixie Dust,,,,,,,,,,,,,,,
T9094/02,Weitzner,,,,Interlock,Bismuth,,,,,,,,,,,,,,,
T9094/03,Weitzner,,,,Interlock,Old Soul,,,,,,,,,,,,,,,
W1005/01,Weitzner,,,,Grayson,Croissant,,,,,,,,,,,,,,,
W1005/04,Weitzner,,,,Grayson,Ghost,,,,,,,,,,,,,,,
W1006/01,Weitzner,,,,Grayson,Lynx,,,,,,,,,,,,,,,
W1006/02,Weitzner,,,,Grayson,Ice,,,,,,,,,,,,,,,
W1010/03,Weitzner,,,,Grayson,Swallow,,,,,,,,,,,,,,,
W1011/01,Weitzner,,,,Grayson,Amethyst,,,,,,,,,,,,,,,
W1014/01,Weitzner,,,,Grayson,Pottery,,,,,,,,,,,,,,,
W1014/02,Weitzner,,,,Memory,Goldfinch,,,,,,,,,,,,,,,
W1014/03,Weitzner,,,,Memory,Winter Morning,,,,,,,,,,,,,,,
W1014/04,Weitzner,,,,Memory,Block Island,,,,,,,,,,,,,,,
W1016/01,Weitzner,,,,Coloring Book,Spring Winds,,,,,,,,,,,,,,,
W1016/02,Weitzner,,,,Coloring Book,Dream Like,,,,,,,,,,,,,,,
W1016/03,Weitzner,,,,Bliss,Wisp,,,,,,,,,,,,,,,
W1016/04,Weitzner,,,,Bliss,Distance,,,,,,,,,,,,,,,
W1016/05,Weitzner,,,,Bliss,Shadow,,,,,,,,,,,,,,,
W1017/01,Weitzner,,,,Bliss,After Rain,,,,,,,,,,,,,,,
W1017/04,Weitzner,,,,Bliss,Firework,,,,,,,,,,,,,,,
W1018/04,Weitzner,,,,Keepsake,Seashell,,,,,,,,,,,,,,,
W1018/05,Weitzner,,,,Keepsake,Mosaic,,,,,,,,,,,,,,,
W1019/02,Weitzner,,,,Keepsake,Suitcase,,,,,,,,,,,,,,,
W1019/03,Weitzner,,,,Keepsake,Black Cat,,,,,,,,,,,,,,,
W1019/04,Weitzner,,,,Manhattanhenge,14Th Street,,,,,,,,,,,,,,,
W1019/05,Weitzner,,,,Manhattanhenge,Full Sun,,,,,,,,,,,,,,,
W1019/06,Weitzner,,,,Manhattanhenge,8 Pm,,,,,,,,,,,,,,,
W1022/03,Weitzner,,,,Loop De Loop,Macrame,,,,,,,,,,,,,,,
W1024/01,Weitzner,,,,Loop De Loop,Quill,,,,,,,,,,,,,,,
W1024/03,Weitzner,,,,Loop De Loop,Pen And Ink,,,,,,,,,,,,,,,
W1024/04,Weitzner,,,,Loop De Loop,Vermilion,,,,,,,,,,,,,,,
W1024/05,Weitzner,,,,Empire,Sugar Cube,,,,,,,,,,,,,,,
W1026/01,Weitzner,,,,Empire,Filter,,,,,,,,,,,,,,,
W1026/03,Weitzner,,,,Empire,Baltic,,,,,,,,,,,,,,,
W1027/02,Weitzner,,,,Empire,Pier,,,,,,,,,,,,,,,
W1027/03,Weitzner,,,,Empire,Mojito,,,,,,,,,,,,,,,
W1027/04,Weitzner,,,,Empire,Olivine,,,,,,,,,,,,,,,
W1028/01,Weitzner,,,,Empire,Maritime,,,,,,,,,,,,,,,
W1028/02,Weitzner,,,,Empire,Concord,,,,,,,,,,,,,,,
W1028/04,Weitzner,,,,Empire,Antique Rose,,,,,,,,,,,,,,,
W1028/05,Weitzner,,,,Cypress,Coconut,,,,,,,,,,,,,,,
W1029/01,Weitzner,,,,Cypress,Cloud,,,,,,,,,,,,,,,
W1030/01,Weitzner,,,,Cypress,Butterscotch,,,,,,,,,,,,,,,
W1030/02,Weitzner,,,,Cypress,Rhino,,,,,,,,,,,,,,,
W1031/01,Weitzner,,,,Millennia,Jet,,,,,,,,,,,,,,,
W1031/02,Weitzner,,,,Millennia,Celestial,,,,,,,,,,,,,,,
W1031/05,Weitzner,,,,Millennia,Jupiter,,,,,,,,,,,,,,,
W1033/02,Weitzner,,,,Millennia,Hickory,,,,,,,,,,,,,,,
W1038/01,Weitzner,,,,Millennia,Shadow,,,,,,,,,,,,,,,
W1038/02,Weitzner,,,,Blueprint,Barley,,,,,,,,,,,,,,,
W1041/01,Weitzner,,,,Blueprint,Wisp,,,,,,,,,,,,,,,
W1041/02,Weitzner,,,,Blueprint,Rustic,,,,,,,,,,,,,,,
W1041/03,Weitzner,,,,Blueprint,Marine,,,,,,,,,,,,,,,
W1041/05,Weitzner,,,,Blueprint,Onyx,,,,,,,,,,,,,,,
W1041/06,Weitzner,,,,Excavation,Pearl,,,,,,,,,,,,,,,
W1043/02,Weitzner,,,,Excavation,Golden,,,,,,,,,,,,,,,
W1043/03,Weitzner,,,,Excavation,Alloy,,,,,,,,,,,,,,,
W1043/04,Weitzner,,,,Excavation,Pebble,,,,,,,,,,,,,,,
W1044/01,Weitzner,,,,Excavation,Navy,,,,,,,,,,,,,,,
W1046/01,Weitzner,,,,Nile,Marble,,,,,,,,,,,,,,,
W1046/02,Weitzner,,,,Reign,Milky Way,,,,,,,,,,,,,,,
W1046/04,Weitzner,,,,Reign,Honey,,,,,,,,,,,,,,,
W1049/01,Weitzner,,,,Reign,Linen,,,,,,,,,,,,,,,
W1049/02,Weitzner,,,,Reign,Cocoa,,,,,,,,,,,,,,,
W1050/02,Weitzner,,,,Reign,Tempest,,,,,,,,,,,,,,,
W1050/03,Weitzner,,,,Mesmerize,Beach,,,,,,,,,,,,,,,
W1052/01,Weitzner,,,,Mesmerize,Cran Apple,,,,,,,,,,,,,,,
W1052/02,Weitzner,,,,Mesmerize,Tidepool,,,,,,,,,,,,,,,
W1054/01,Weitzner,,,,Mesmerize,Galaxy,,,,,,,,,,,,,,,
W1054/02,Weitzner,,,,Monastery,Glacier,,,,,,,,,,,,,,,
W1054/03,Weitzner,,,,Monastery,Lion,,,,,,,,,,,,,,,
W1056/01,Weitzner,,,,Monastery,Lead,,,,,,,,,,,,,,,
W1056/02,Weitzner,,,,Monastery,Dust,,,,,,,,,,,,,,,
W1056/03,Weitzner,,,,Monastery,Wave,,,,,,,,,,,,,,,
W1057/01,Weitzner,,,,Monastery,Smoke,,,,,,,,,,,,,,,
W1057/03,Weitzner,,,,Illumination,Mockingbird,,,,,,,,,,,,,,,
W1059/01,Weitzner,,,,Illumination,Maldives,,,,,,,,,,,,,,,
W1059/02,Weitzner,,,,Illumination,Strawberry,,,,,,,,,,,,,,,
W1059/03,Weitzner,,,,Mariner,Rust,,,,,,,,,,,,,,,
W1060/01,Weitzner,,,,Mariner,Forest,,,,,,,,,,,,,,,
W1060/03,Weitzner,,,,Mariner,Ocean,,,,,,,,,,,,,,,
W1061/01,Weitzner,,,,Quest,Shell,,,,,,,,,,,,,,,
W1061/02,Weitzner,,,,Quest,Taupe,,,,,,,,,,,,,,,
W1061/03,Weitzner,,,,Quest,Golden,,,,,,,,,,,,,,,
W1062/03,Weitzner,,,,Quest,Wisteria,,,,,,,,,,,,,,,
W1064/01,Weitzner,,,,Quest,Moss,,,,,,,,,,,,,,,
W1064/02,Weitzner,,,,Lanai,Nacre,,,,,,,,,,,,,,,
W1064/03,Weitzner,,,,Lanai,Ecru,,,,,,,,,,,,,,,
W1064/06,Weitzner,,,,Canopy,Dawn,,,,,,,,,,,,,,,
W1064/07,Weitzner,,,,Canopy,Sky,,,,,,,,,,,,,,,
W1065/01,Weitzner,,,,Canopy,Dusk,,,,,,,,,,,,,,,
W1065/03,Weitzner,,,,Canopy,Sunset,,,,,,,,,,,,,,,
W1066/03,Weitzner,,,,Canopy,Night,,,,,,,,,,,,,,,
W1066/04,Weitzner,,,,Olaf,Snow,,,,,,,,,,,,,,,
W1068/01,Weitzner,,,,Olaf,Beige,,,,,,,,,,,,,,,
W1068/03,Weitzner,,,,Olaf,Chestnut,,,,,,,,,,,,,,,
W1068/04,Weitzner,,,,Olaf,Stone,,,,,,,,,,,,,,,
W1069/01,Weitzner,,,,Embrace,Bone,,,,,,,,,,,,,,,
W1072/01,Weitzner,,,,Embrace,Dove,,,,,,,,,,,,,,,
W1073/01,Weitzner,,,,Embrace,Celestial,,,,,,,,,,,,,,,
W1075/02,Weitzner,,,,Embrace,Amethyst,,,,,,,,,,,,,,,
W1075/03,Weitzner,,,,Embrace,Adobe,,,,,,,,,,,,,,,
W1075/05,Weitzner,,,,Embrace,Rose,,,,,,,,,,,,,,,
W1075/07,Weitzner,,,,Embrace,Brass,,,,,,,,,,,,,,,
W1076/01,Weitzner,,,,Embrace,Cafe,,,,,,,,,,,,,,,
W1076/03,Weitzner,,,,Embrace,Thyme,,,,,,,,,,,,,,,
W1078/01,Weitzner,,,,Embrace,Aquamarine,,,,,,,,,,,,,,,
W1078/02,Weitzner,,,,Embrace,Indigo,,,,,,,,,,,,,,,
W1079/01,Weitzner,,,,Embrace,Seal,,,,,,,,,,,,,,,
W1079/04,Weitzner,,,,Balcony,Platinum,,,,,,,,,,,,,,,
W1080/01,Weitzner,,,,Balcony,Silver,,,,,,,,,,,,,,,
W1080/02,Weitzner,,,,Balcony,Copper,,,,,,,,,,,,,,,
W1081/01,Weitzner,,,,Balcony,Steel,,,,,,,,,,,,,,,
W1081/02,Weitzner,,,,Balcony,Bark,,,,,,,,,,,,,,,
W1081/03,Weitzner,,,,Ridge,Light,,,,,,,,,,,,,,,
W1081/04,Weitzner,,,,Ridge,Dark,,,,,,,,,,,,,,,
W1082/01,Weitzner,,,,Folly,Chroma,,,,,,,,,,,,,,,
W1082/02,Weitzner,,,,Abundance,Echo,,,,,,,,,,,,,,,
W1084/01,Weitzner,,,,Abundance,Easy,,,,,,,,,,,,,,,
W1084/02,Weitzner,,,,Abundance,Flare,,,,,,,,,,,,,,,
W1084/03,Weitzner,,,,Abundance,Flora,,,,,,,,,,,,,,,
W1086/01,Weitzner,,,,Altitude,Cool,,,,,,,,,,,,,,,
W1086/02,Weitzner,,,,Altitude,Warm,,,,,,,,,,,,,,,
W1087/01,Weitzner,,,,Undertow,Half Light,,,,,,,,,,,,,,,
W1087/02,Weitzner,,,,Undertow,Golden,,,,,,,,,,,,,,,
W1088/02,Weitzner,,,,Undertow,Amethyst,,,,,,,,,,,,,,,
W1089/01,Weitzner,,,,Undertow,Sage,,,,,,,,,,,,,,,
W1089/02,Weitzner,,,,Tempest,Sand,,,,,,,,,,,,,,,
W1090/01,Weitzner,,,,Tempest,Rose,,,,,,,,,,,,,,,
W1090/02,Weitzner,,,,Tempest,Caspian,,,,,,,,,,,,,,,
W1090/03,Weitzner,,,,Tempest,Graphite,,,,,,,,,,,,,,,
W1091/01,Weitzner,,,,Nautical,Powder,,,,,,,,,,,,,,,
W1091/02,Weitzner,,,,Nautical,Nectar,,,,,,,,,,,,,,,
W1093/01,Weitzner,,,,Neptune,Flax,,,,,,,,,,,,,,,
W1094/02,Weitzner,,,,Neptune,Silverlight,,,,,,,,,,,,,,,
W1095/01,Weitzner,,,,Off Shore,Cream,,,,,,,,,,,,,,,
W1097/01,Weitzner,,,,Off Shore,Sidewalk,,,,,,,,,,,,,,,
W1097/02,Weitzner,,,,Off Shore,Barley,,,,,,,,,,,,,,,
W1097/03,Weitzner,,,,Seaside,White,,,,,,,,,,,,,,,
W1097/04,Weitzner,,,,Seaside,Linen,,,,,,,,,,,,,,,
W1098/01,Weitzner,,,,Seaside,Dune,,,,,,,,,,,,,,,
W1099/01,Weitzner,,,,Seaside,Sky,,,,,,,,,,,,,,,
W1099/02,Weitzner,,,,Seaside,Indigo,,,,,,,,,,,,,,,
W1100/01,Weitzner,,,,Seaside,Rust,,,,,,,,,,,,,,,
W1101/01,Weitzner,,,,Soiree,Antique,,,,,,,,,,,,,,,
W1101/02,Weitzner,,,,Soiree,Harvest,,,,,,,,,,,,,,,
W1102/01,Weitzner,,,,Soiree,Loch,,,,,,,,,,,,,,,
W1102/02,Weitzner,,,,Soiree,Dusty Rose,,,,,,,,,,,,,,,
W1102/03,Weitzner,,,,Soiree,Midnight,,,,,,,,,,,,,,,
W1102/04,Weitzner,,,,Diva,Swan,,,,,,,,,,,,,,,
W1102/05,Weitzner,,,,Diva,Dove,,,,,,,,,,,,,,,
W1103/01,Weitzner,,,,Diva,Goldfinch,,,,,,,,,,,,,,,
W1103/02,Weitzner,,,,Diva,Chinchilla,,,,,,,,,,,,,,,
W1103/03,Weitzner,,,,Diva,Blueberry,,,,,,,,,,,,,,,
W1104/01,Weitzner,,,,Diva,Plum,,,,,,,,,,,,,,,
W1104/02,Weitzner,,,,Virtuoso,Opal,,,,,,,,,,,,,,,
W1105/01,Weitzner,,,,Virtuoso,Aquamarine,,,,,,,,,,,,,,,
W1105/02,Weitzner,,,,Virtuoso,Amber,,,,,,,,,,,,,,,
W1105/03,Weitzner,,,,Virtuoso,Garnet,,,,,,,,,,,,,,,
W1106/01,Weitzner,,,,Virtuoso,Imperial,,,,,,,,,,,,,,,
W1106/02,Weitzner,,,,Concerto,Quartz,,,,,,,,,,,,,,,
W1106/03,Weitzner,,,,Concerto,Canyon,,,,,,,,,,,,,,,
W1107/01,Weitzner,,,,Concerto,Agate,,,,,,,,,,,,,,,
W1107/02,Weitzner,,,,Concerto,Mica,,,,,,,,,,,,,,,
W1107/03,Weitzner,,,,Concerto,Black Pearl,,,,,,,,,,,,,,,
W1108/01,Weitzner,,,,Roar,Polar,,,,,,,,,,,,,,,
W1108/02,Weitzner,,,,Roar,Camel,,,,,,,,,,,,,,,
W1108/03,Weitzner,,,,Roar,Speckle,,,,,,,,,,,,,,,
W1109/01,Weitzner,,,,Roar,Panther,,,,,,,,,,,,,,,
W1109/02,Weitzner,,,,Windsor,Barley,,,,,,,,,,,,,,,
W1109/03,Weitzner,,,,Windsor,Pebble,,,,,,,,,,,,,,,
W1110/01,Weitzner,,,,Mezzanine,Chevre,,,,,,,,,,,,,,,
W1110/02,Weitzner,,,,Mezzanine,Elephant,,,,,,,,,,,,,,,
W1110/03,Weitzner,,,,Mezzanine,Elderberry,,,,,,,,,,,,,,,
W1111/01,Weitzner,,,,Mezzanine,Flint,,,,,,,,,,,,,,,
W1111/02,Weitzner,,,,Boulevard,Alabaster,,,,,,,,,,,,,,,
W1111/03,Weitzner,,,,Boulevard,Sandalwood,,,,,,,,,,,,,,,
W1112/01,Weitzner,,,,Glissade,Pebble,,,,,,,,,,,,,,,
W1112/02,Weitzner,,,,Glissade,Flowerbed,,,,,,,,,,,,,,,
W1112/03,Weitzner,,,,Piazza,Opal,,,,,,,,,,,,,,,
W1113/01,Weitzner,,,,Piazza,Creme,,,,,,,,,,,,,,,
W1113/02,Weitzner,,,,Piazza,Sand,,,,,,,,,,,,,,,
W1113/03,Weitzner,,,,Piazza,Capri,,,,,,,,,,,,,,,
W1114/01,Weitzner,,,,Piazza,Navy,,,,,,,,,,,,,,,
W1114/02,Weitzner,,,,Piazza,Flint,,,,,,,,,,,,,,,
W1114/03,Weitzner,,,,Cove,Seashell,,,,,,,,,,,,,,,
W1114/04,Weitzner,,,,Cove,Beechnut,,,,,,,,,,,,,,,
W1114/05,Weitzner,,,,Cove,Whirlpool,,,,,,,,,,,,,,,
W1115/01,Weitzner,,,,Carousel,Sage,,,,,,,,,,,,,,,
W1115/02,Weitzner,,,,Carousel,Driftwood,,,,,,,,,,,,,,,
W1115/03,Weitzner,,,,Carousel,Cousteau,,,,,,,,,,,,,,,
W1115/04,Weitzner,,,,Corsica,Mushroom,,,,,,,,,,,,,,,
W1116/01,Weitzner,,,,Corsica,Aqua,,,,,,,,,,,,,,,
W1116/02,Weitzner,,,,Dominique,Wren,,,,,,,,,,,,,,,
W1117/01,Weitzner,,,,Dominique,Pool,,,,,,,,,,,,,,,
W1118/01,Weitzner,,,,Apothecary,Oat,,,,,,,,,,,,,,,
W1119/01,Weitzner,,,,Apothecary,Stone,,,,,,,,,,,,,,,
W1120/01,Weitzner,,,,Apothecary,Lake,,,,,,,,,,,,,,,
W1121/01,Weitzner,,,,Promenade,Sand Dune,,,,,,,,,,,,,,,
W1121/02,Weitzner,,,,Promenade,Dolphin,,,,,,,,,,,,,,,
W1121/03,Weitzner,,,,Boardwalk,Cocoa,,,,,,,,,,,,,,,
W1121/04,Weitzner,,,,Boardwalk,Ultramarine,,,,,,,,,,,,,,,
W1121/05,Weitzner,,,,Grand Plie,Myrtle,,,,,,,,,,,,,,,
W1122/01,Weitzner,,,,Grand Plie,Beechnut,,,,,,,,,,,,,,,
W1123/01,Weitzner,,,,Grand Plie,Indigo,,,,,,,,,,,,,,,
W4000/01,Weitzner,,,,Grand Plie,Blackbird,,,,,,,,,,,,,,,
W4000/02,Weitzner,,,,Henri,Stucco,,,,,,,,,,,,,,,
W4000/03,Weitzner,,,,Henri,Coastal,,,,,,,,,,,,,,,
W4000/04,Weitzner,,,,Henri,Marina,,,,,,,,,,,,,,,
W4000/05,Weitzner,,,,Henri,Prussian,,,,,,,,,,,,,,,
W4000/06,Weitzner,,,,Henri,Root Beer,,,,,,,,,,,,,,,
W4000/07,Weitzner,,,,Henri,Grapefruit,,,,,,,,,,,,,,,
W4000/08,Weitzner,,,,Freehand,Parchment,,,,,,,,,,,,,,,
W4001/01,Weitzner,,,,Freehand,Sunburst,,,,,,,,,,,,,,,
W4001/02,Weitzner,,,,Freehand,Concrete,,,,,,,,,,,,,,,
W4001/03,Weitzner,,,,Freehand,Caribbean,,,,,,,,,,,,,,,
W4001/04,Weitzner,,,,Lumiere,Ripple,,,,,,,,,,,,,,,
W4001/05,Weitzner,,,,Lumiere,Rainbow,,,,,,,,,,,,,,,
W4001/06,Weitzner,,,,Lumiere,Aperitif,,,,,,,,,,,,,,,
W4001/07,Weitzner,,,,Dejavu,Tango,,,,,,,,,,,,,,,
W4001/08,Weitzner,,,,Dejavu,Sea Glass,,,,,,,,,,,,,,,
W4001/09,Weitzner,,,,Radio Wave,Ombre,,,,,,,,,,,,,,,
W4001/10,Weitzner,,,,Radio Wave,Windmill,,,,,,,,,,,,,,,
W4001/11,Weitzner,,,,Radio Wave,Gradient,,,,,,,,,,,,,,,
W4001/12,Weitzner,,,,Radio Wave,Wavelet,,,,,,,,,,,,,,,
W4002/01,Weitzner,,,,Radio Wave,Popsicle,,,,,,,,,,,,,,,
W4002/02,Weitzner,,,,Midday,Swan Lake,,,,,,,,,,,,,,,
W4002/03,Weitzner,,,,Midday,Cool Grey,,,,,,,,,,,,,,,
W4002/04,Weitzner,,,,Pacific,Foam,,,,,,,,,,,,,,,
W4002/05,Weitzner,,,,Pacific,Gravel,,,,,,,,,,,,,,,
W4002/06,Weitzner,,,,Pacific,Earth,,,,,,,,,,,,,,,
W4002/07,Weitzner,,,,Pacific,Verdigris,,,,,,,,,,,,,,,
W4002/08,Weitzner,,,,Atlantic,Aquarelle,,,,,,,,,,,,,,,
W4002/09,Weitzner,,,,Atlantic,Afternoon Sun,,,,,,,,,,,,,,,
W4002/10,Weitzner,,,,Atlantic,Coastal,,,,,,,,,,,,,,,
W4002/11,Weitzner,,,,Atlantic,Seaspray,,,,,,,,,,,,,,,
W4002/12,Weitzner,,,,Atlantic,Oceana,,,,,,,,,,,,,,,
W4002/13,Weitzner,,,,Niagara,Oat,,,,,,,,,,,,,,,
W4002/14,Weitzner,,,,Niagara,Granite,,,,,,,,,,,,,,,
W4002/15,Weitzner,,,,Niagara,Marine,,,,,,,,,,,,,,,
W4002/16,Weitzner,,,,Niagara,Night,,,,,,,,,,,,,,,
W4002/17,Weitzner,,,,Riptide,Shell,,,,,,,,,,,,,,,
W4002/18,Weitzner,,,,Riptide,Reef,,,,,,,,,,,,,,,
W4002/19,Weitzner,,,,Riptide,Rain,,,,,,,,,,,,,,,
W4002/20,Weitzner,,,,Riptide,Timber,,,,,,,,,,,,,,,
W4002/21,Weitzner,,,,Upright,Alabaster,,,,,,,,,,,,,,,
W4002/22,Weitzner,,,,Upright,Dune,,,,,,,,,,,,,,,
W4003/01,Weitzner,,,,Upright,Linen,,,,,,,,,,,,,,,
W4003/02,Weitzner,,,,Upright,Eucalyptus,,,,,,,,,,,,,,,
W4003/03,Weitzner,,,,Upright,Lichen,,,,,,,,,,,,,,,
W4003/04,Weitzner,,,,Upright,Camel,,,,,,,,,,,,,,,
W4004/01,Weitzner,,,,Upright,Thistle,,,,,,,,,,,,,,,
W4004/02,Weitzner,,,,Upright,Taupe,,,,,,,,,,,,,,,
W4004/03,Weitzner,,,,Upright,Armor,,,,,,,,,,,,,,,
W4005/01,Weitzner,,,,Upright,Aegean,,,,,,,,,,,,,,,
W4005/02,Weitzner,,,,Upright,Black,,,,,,,,,,,,,,,
W4005/03,Weitzner,,,,Verity,Fog,,,,,,,,,,,,,,,
W4005/04,Weitzner,,,,Verity,Shell,,,,,,,,,,,,,,,
W4005/05,Weitzner,,,,Verity,Mushroom,,,,,,,,,,,,,,,
W4006/01,Weitzner,,,,Verity,Branch,,,,,,,,,,,,,,,
W4006/02,Weitzner,,,,Verity,Butterscotch,,,,,,,,,,,,,,,
W4006/03,Weitzner,,,,Verity,Brandy,,,,,,,,,,,,,,,
W4006/04,Weitzner,,,,Verity,Hibiscus,,,,,,,,,,,,,,,
W4006/05,Weitzner,,,,Verity,Byzantine,,,,,,,,,,,,,,,
W4006/06,Weitzner,,,,Verity,Forest,,,,,,,,,,,,,,,
W4006/07,Weitzner,,,,Verity,Citrine,,,,,,,,,,,,,,,
W4006/08,Weitzner,,,,Verity,Celadon,,,,,,,,,,,,,,,
W4007/01,Weitzner,,,,Verity,Caribbean,,,,,,,,,,,,,,,
W4007/02,Weitzner,,,,Verity,Water,,,,,,,,,,,,,,,
W4007/03,Weitzner,,,,Verity,Mineral,,,,,,,,,,,,,,,
W4007/04,Weitzner,,,,Verity,Night,,,,,,,,,,,,,,,
W4007/05,Weitzner,,,,Majesty,Arctic,,,,,,,,,,,,,,,
W4008/01,Weitzner,,,,Majesty,Bone,,,,,,,,,,,,,,,
W4008/02,Weitzner,,,,Majesty,Dove,,,,,,,,,,,,,,,
W4008/03,Weitzner,,,,Majesty,Orchid,,,,,,,,,,,,,,,
W4008/04,Weitzner,,,,Majesty,Spice,,,,,,,,,,,,,,,
W4008/05,Weitzner,,,,Majesty,Umber,,,,,,,,,,,,,,,
W4008/06,Weitzner,,,,Majesty,Viola,,,,,,,,,,,,,,,
W4009/01,Weitzner,,,,Majesty,Lake,,,,,,,,,,,,,,,
W4009/02,Weitzner,,,,Majesty,Patina,,,,,,,,,,,,,,,
W4009/03,Weitzner,,,,Majesty,Seal,,,,,,,,,,,,,,,
W4009/04,Weitzner,,,,Essence,White,,,,,,,,,,,,,,,
W4009/05,Weitzner,,,,Essence,Sand,,,,,,,,,,,,,,,
W4009/06,Weitzner,,,,Essence,Sidewalk,,,,,,,,,,,,,,,
W4009/07,Weitzner,,,,Essence,Sage,,,,,,,,,,,,,,,
W4009/08,Weitzner,,,,Essence,Straw,,,,,,,,,,,,,,,
W4009/09,Weitzner,,,,Essence,Walnut,,,,,,,,,,,,,,,
W4009/10,Weitzner,,,,Essence,Denim,,,,,,,,,,,,,,,
W4010/01,Weitzner,,,,Essence,Steel,,,,,,,,,,,,,,,
W4010/02,Weitzner,,,,Framework,White,,,,,,,,,,,,,,,
W4010/03,Weitzner,,,,Framework,Oat,,,,,,,,,,,,,,,
W4010/04,Weitzner,,,,Framework,Dove,,,,,,,,,,,,,,,
W4010/05,Weitzner,,,,Framework,Granite,,,,,,,,,,,,,,,
W4010/06,Weitzner,,,,Framework,Slate,,,,,,,,,,,,,,,
W4010/07,Weitzner,,,,Framework,Indigo,,,,,,,,,,,,,,,
W4010/08,Weitzner,,,,Framework,Anthrocite,,,,,,,,,,,,,,,
